Anexo;Código;Fator R;Alíquota;Atendido;Descrição
V;7410-2/99;Sim;15.5;Sim;Atividades de design não especificadas anteriormente
III;7420-0/01;Não;6.0;Sim;Atividades de produção de fotografias, exceto aérea e submarina
III;7420-0/02;Não;6.0;Sim;Atividades de produção de fotografias aéreas e submarinas
III;7420-0/03;Não;6.0;Sim;Laboratórios fotográficos
III;7420-0/04;Não;6.0;Sim;Filmagem de festas e eventos
III;7420-0/05;Não;6.0;Sim;Serviços de microfilmagem
V;01/01/7490;Sim;15.5;Sim;Serviços de tradução, interpretação e similares
III;02/01/7490;Não;6.0;Sim;Escafandria e mergulho
V;03/01/7490;Sim;15.5;Sim;Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias
V;04/01/7490;Sim;15.5;Sim;Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários
V;05/01/7490;Sim;15.5;Sim;Agenciamento de profissionais para atividades esportivas, culturais e artísticas
V;7490-1/99;Sim;15.5;Sim;Outras atividades profissionais, científicas e técnicas não especificadas anteriormente
V;7500-1/00;Sim;15.5;Sim;Atividades veterinárias
III;7711-0/00;Não;6.0;Não;Locação de automóveis sem condutor
III;01/05/7719;Não;6.0;Não;Locação de embarcações sem tripulação, exceto para fins recreativos
III;02/05/7719;Não;6.0;Não;Locação de aeronaves sem tripulação
III;7719-5/99;Não;6.0;Não;Locação de outros meios de transporte não especificados anteriormente, sem condutor
III;7721-7/00;Não;6.0;Sim;Aluguel de equipamentos recreativos e esportivos
III;7722-5/00;Não;6.0;Sim;Aluguel de fitas de vídeo, DVDs e similares
III;7723-3/00;Não;6.0;Sim;Aluguel de objetos do vestuário, jóias e acessórios
III;01/02/7729;Não;6.0;Sim;Aluguel de aparelhos de jogos eletrônicos
III;02/02/7729;Não;6.0;Sim;"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais"
III;03/02/7729;Não;6.0;Sim;Aluguel de material médico
III;7729-2/99;Não;6.0;Sim;Aluguel de outros objetos pessoais e domésticos não especificados anteriormente
III;7731-4/00;Não;6.0;Sim;Aluguel de máquinas e equipamentos agrícolas sem operador
III;01/02/7732;Não;6.0;Sim;Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes
III;02/02/7732;Não;6.0;Sim;Aluguel de andaimes
III;7733-1/00;Não;6.0;Sim;Aluguel de máquinas e equipamentos para escritório
III;7739-0/01;Não;6.0;Sim;Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador
III;7739-0/02;Não;6.0;Sim;Aluguel de equipamentos científicos, médicos e hospitalares, sem operador
III;7739-0/03;Não;6.0;Sim;Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes
III;7739-0/99;Não;6.0;Sim;Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador
V;7740-3/00;Sim;15.5;Sim;Gestão de ativos intangíveis não-financeiros
V;7810-8/00;Sim;15.5;Não;Seleção e agenciamento de mão-de-obra
III;7911-2/00;Não;6.0;Sim;Agências de viagens
III;7912-1/00;Não;6.0;Sim;Operadores turísticos
III;7990-2/00;Não;6.0;Sim;Serviços de reservas e outros serviços de turismo não especificados anteriormente
IV;01/01/8011;Não;4.5;Não;Atividades de vigilância e segurança privada
III;02/01/8011;Não;6.0;Sim;Serviços de adestramento de cães de guarda
IV;8012-9/00;Não;4.5;Não;Atividades de transporte de valores
IV;8020-0/00;Não;4.5;Não;Atividades de monitoramento de sistemas de segurança
IV;8020-0/01;Não;4.5;Não;Atividades de monitoramento de sistemas de segurança eletrônico
IV;8020-0/02;Não;4.5;Não;Outras atividades de serviços de segurança
V;8030-7/00;Sim;15.5;Sim;Atividades de investigação particular
IV;8111-7/00;Não;4.5;Não;Serviços combinados para apoio a edifícios, exceto condomínios prediais
IV;8121-4/00;Não;4.5;Sim;Limpeza em prédios e em domicílios
IV;8122-2/00;Não;4.5;Sim;Imunização e controle de pragas urbanas
IV;8129-0/00;Não;4.5;Sim;Atividades de limpeza não especificadas anteriormente
IV;8130-3/00;Não;4.5;Sim;Atividades paisagísticas
III;8211-3/00;Não;6.0;Sim;Serviços combinados de escritório e apoio administrativo
III;01/09/8219;Não;6.0;Não;Fotocópias
III;8219-9/99;Não;6.0;Sim;Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente
III;8220-2/00;Não;6.0;Sim;Atividades de teleatendimento
III;8230-0/01;Não;6.0;Sim;Serviços de organização de feiras, congressos, exposições e festas
III;8230-0/02;Não;6.0;Sim;Casas de festas e eventos
III;8291-1/00;Não;6.0;Sim;Atividades de cobrança e informações cadastrais
III;8292-0/00;Não;6.0;Não;Envasamento e empacotamento sob contrato
III;01/07/8299;Não;6.0;Sim;Medição de consumo de energia elétrica, gás e água
III;03/07/8299;Não;6.0;Sim;Serviços de gravação de carimbos, exceto confecção
III;06/07/8299;Não;6.0;Não;Casas lotéricas
III;07/07/8299;Não;6.0;Sim;Salas de acesso à internet
V;8299-7/99;Sim;15.5;Sim;Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
III;8299-7/99;Sim;6.0;Sim;Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
III;8511-2/00;Não;6.0;Sim;Educação infantil – creche
III;8512-1/00;Não;6.0;Sim;Educação infantil – pré-escola
III;8513-9/00;Não;6.0;Sim;Ensino fundamental
III;8520-1/00;Não;6.0;Sim;Ensino médio
V;8531-7/00;Sim;15.5;Sim;Educação superior – graduação
V;8532-5/00;Sim;15.5;Sim;Educação superior – graduação e pós-graduação
V;8533-3/00;Sim;15.5;Sim;Educação superior – pós-graduação e extensão
III;8541-4/00;Não;6.0;Sim;Educação profissional de nível técnico
V;8542-2/00;Sim;15.5;Sim;Educação profissional de nível tecnológico
V;02/03/8550;Sim;15.5;Sim;Atividades de apoio à educação, exceto caixas escolares
V;8591-1/00;Sim;15.5;Sim;Ensino de esportes
III;8591-1/00;Sim;6.0;Sim;Ensino de esportes
III;01/09/8592;Sim;6.0;Sim;Ensino de dança
V;01/09/8592;Sim;15.5;Sim;Ensino de dança
III;02/09/8592;Não;6.0;Sim;Ensino de artes cênicas, exceto dança
III;03/09/8592;Não;6.0;Sim;Ensino de música
III;8592-9/99;Não;6.0;Sim;Ensino de arte e cultura não especificado anteriormente
III;8593-7/00;Não;6.0;Sim;Ensino de idiomas
III;01/06/8599;Não;6.0;Não;Formação de condutores
III;02/06/8599;Não;6.0;Não;Cursos de pilotagem
III;03/06/8599;Não;6.0;Sim;Treinamento em informática
III;04/06/8599;Não;6.0;Sim;Treinamento em desenvolvimento profissional e gerencial
III;05/06/8599;Não;6.0;Sim;Cursos preparatórios para concursos
III;8599-6/99;Não;6.0;Sim;Outras atividades de ensino não especificadas anteriormente
III;01/01/8610;Sim;6.0;Sim;Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências
III;02/01/8610;Sim;6.0;Não;Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências
III;01/06/8621;Sim;6.0;Não;UTI móvel
III;02/06/8621;Sim;6.0;Não;Serviços móveis de atendimento a urgências, exceto por UTI móvel
V;8622-4/00;Sim;15.5;Não;Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências
III;01/05/8630;Sim;6.0;Sim;Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos
III;02/05/8630;Sim;6.0;Sim;Atividade médica ambulatorial com recursos para realização de exames complementares
III;03/05/8630;Sim;6.0;Sim;Atividade médica ambulatorial restrita a consultas
III;04/05/8630;Sim;6.0;Sim;Atividade odontológica
III;06/05/8630;Sim;6.0;Sim;Serviços de vacinação e imunização humana
III;07/05/8630;Sim;6.0;Sim;Atividades de reprodução humana assistida
III;8630-5/99;Sim;6.0;Sim;Atividades de atenção ambulatorial não especificadas anteriormente
III;01/02/8640;Sim;6.0;Sim;Laboratórios de anatomia patológica e citológica
V;01/02/8640;Sim;15.5;Sim;Laboratórios de anatomia patológica e citológica
V;02/02/8640;Sim;15.5;Sim;Laboratórios clínicos
III;02/02/8640;Sim;6.0;Sim;Laboratórios clínicos
III;03/02/8640;Sim;6.0;Sim;Serviços de diálise e nefrologia
III;04/02/8640;Sim;6.0;Sim;Serviços de tomografia
V;04/02/8640;Sim;15.5;Sim;Serviços de tomografia
V;05/02/8640;Sim;15.5;Sim;Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia
III;05/02/8640;Sim;6.0;Sim;Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia
III;06/02/8640;Sim;6.0;Sim;Serviços de ressonância magnética
V;06/02/8640;Sim;15.5;Sim;Serviços de ressonância magnética
V;07/02/8640;Sim;15.5;Sim;Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética
III;07/02/8640;Sim;6.0;Sim;Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética
V;08/02/8640;Sim;15.5;Sim;Serviços de diagnóstico por registro gráfico – ECG, EEG e outros exames análogos
III;08/02/8640;Sim;6.0;Sim;Serviços de diagnóstico por registro gráfico – ECG, EEG e outros exames análogos
III;09/02/8640;Sim;6.0;Sim;Serviços de diagnóstico por métodos ópticos – endoscopia e outros exames análogos
V;09/02/8640;Sim;15.5;Sim;Serviços de diagnóstico por métodos ópticos – endoscopia e outros exames análogos
III;10/02/8640;Sim;6.0;Sim;Serviços de quimioterapia
III;11/02/8640;Sim;6.0;Sim;Serviços de radioterapia
III;12/02/8640;Sim;6.0;Sim;Serviços de hemoterapia
III;13/02/8640;Sim;6.0;Sim;Serviços de litotripsia
III;14/02/8640;Sim;6.0;Sim;Serviços de bancos de células e tecidos humanos
III;8640-2/99;Sim;6.0;Sim;Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente
III;8650-0/01;Sim;6.0;Sim;Atividades de enfermagem
III;8650-0/02;Sim;6.0;Sim;Atividades de profissionais da nutrição
III;8650-0/03;Sim;6.0;Sim;Atividades de psicologia e psicanálise
III;8650-0/04;Sim;6.0;Sim;Atividades de fisioterapia
III;8650-0/04;Sim;6.0;Sim;Atividades de fisioterapia
III;8650-0/05;Sim;6.0;Sim;Atividades de terapia ocupacional
III;8650-0/06;Sim;6.0;Sim;Atividades de fonoaudiologia
V;8650-0/07;Sim;15.5;Sim;Atividades de terapia de nutrição enteral e parenteral
V;8650-0/99;Sim;15.5;Sim;Atividades de profissionais da área de saúde não especificadas anteriormente
V;8660-7/00;Sim;15.5;Sim;Atividades de apoio à gestão de saúde
V;01/09/8690;Sim;15.5;Sim;Atividades de práticas integrativas e complementares em saúde humana
III;02/09/8690;Sim;6.0;Não;Atividades de bancos de leite humano
III;03/09/8690;Sim;6.0;Sim;Atividades de acupuntura
III;04/09/8690;Sim;6.0;Sim;Atividades de podologia
V;8690-9/99;Sim;15.5;Sim;Outras atividades de atenção à saúde humana não especificadas anteriormente
V;01/05/8711;Sim;15.5;Não;Clínicas e residências geriátricas
III;02/05/8711;Não;6.0;Não;Instituições de longa permanência para idosos
V;03/05/8711;Sim;15.5;Não;Atividades de assistência a deficientes físicos, imunodeprimidos e convalescentes
V;04/05/8711;Sim;15.5;Não;Centros de apoio a pacientes com câncer e com AIDS
III;05/05/8711;Não;6.0;Não;Condomínios residenciais para idosos
III;8712-3/00;Não;6.0;Não;Atividades de fornecimento de infra-estrutura de apoio e assistência a paciente no domicílio
V;01/04/8720;Sim;15.5;Não;Atividades de centros de assistência psicossocial
V;8720-4/99;Sim;15.5;Não;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química não especificadas anteriormente
III;01/01/8730;Não;6.0;Não;Orfanatos
III;02/01/8730;Não;6.0;Não;Albergues assistenciais
V;8730-1/99;Sim;15.5;Não;Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente
V;8800-6/00;Sim;15.5;Não;Serviços de assistência social sem alojamento
III;01/09/9001;Não;6.0;Sim;Produção teatral
III;02/09/9001;Não;6.0;Sim;Produção musical
III;03/09/9001;Não;6.0;Sim;Produção de espetáculos de dança
III;04/09/9001;Não;6.0;Sim;Produção de espetáculos circenses, de marionetes e similares
III;05/09/9001;Não;6.0;Sim;Produção de espetáculos de rodeios, vaquejadas e similares
III;06/09/9001;Não;6.0;Sim;Atividades de sonorização e de iluminação
III;9001-9/99;Não;6.0;Sim;Artes cênicas, espetáculos e atividades complementares não especificados anteriormente
V;01/07/9002;Sim;15.5;Sim;Atividades de artistas plásticos, jornalistas independentes e escritores
III;02/07/9002;Não;6.0;Sim;Restauração de obras de arte
III;9003-5/00;Não;6.0;Não;Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas
III;9101-5/00;Não;6.0;Não;Atividades de bibliotecas e arquivos
III;01/03/9102;Não;6.0;Não;Atividades de museus e de exploração de lugares e prédios históricos e atrações similares
III;02/03/9102;Não;6.0;Não;Restauração e conservação de lugares e prédios históricos
III;9103-1/00;Não;6.0;Não;Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental
III;01/03/9200;Não;6.0;Não;Casas de bingo
III;02/03/9200;Não;6.0;Não;Exploração de apostas em corridas de cavalos
III;9200-3/99;Não;6.0;Não;Exploração de jogos de azar e apostas não especificados anteriormente
III;9311-5/00;Não;6.0;Sim;Gestão de instalações de esportes
III;9312-3/00;Não;6.0;Não;Clubes sociais, esportivos e similares
V;9313-1/00;Sim;15.5;Sim;Atividades de condicionamento físico
III;9313-1/00;Sim;6.0;Sim;Atividades de condicionamento físico
III;01/01/9319;Não;6.0;Sim;Produção e promoção de eventos esportivos
III;9319-1/99;Não;6.0;Sim;Outras atividades esportivas não especificadas anteriormente
III;9321-2/00;Não;6.0;Não;Parques de diversão e parques temáticos
III;01/08/9329;Não;6.0;Não;Discotecas, danceterias, salões de dança e similares
III;02/08/9329;Não;6.0;Sim;Exploração de boliches
III;03/08/9329;Não;6.0;Sim;Exploração de jogos de sinuca, bilhar e similares
III;04/08/9329;Não;6.0;Sim;Exploração de jogos eletrônicos recreativos
III;9329-8/99;Não;6.0;Sim;Outras atividades de recreação e lazer não especificadas anteriormente
III;9511-8/00;Não;6.0;Sim;Reparação e manutenção de computadores e de equipamentos periféricos
III;9512-6/00;Não;6.0;Sim;Reparação e manutenção de equipamentos de comunicação
III;9521-5/00;Não;6.0;Sim;Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico
III;01/01/9529;Não;6.0;Sim;Reparação de calçados, bolsas e artigos de viagem
III;02/01/9529;Não;6.0;Sim;Chaveiros
III;03/01/9529;Não;6.0;Sim;Reparação de relógios
III;04/01/9529;Não;6.0;Sim;Reparação de bicicletas, triciclos e outros veículos não-motorizados
III;05/01/9529;Não;6.0;Sim;Reparação de artigos do mobiliário
III;06/01/9529;Não;6.0;Sim;Reparação de jóias
III;9529-1/99;Não;6.0;Sim;Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente
III;01/07/9601;Não;6.0;Sim;Lavanderias
III;02/07/9601;Não;6.0;Sim;Tinturarias
III;03/07/9601;Não;6.0;Sim;Toalheiros
III;01/05/9602;Não;6.0;Sim;Cabeleireiros, manicure e pedicure
III;02/05/9602;Não;6.0;Sim;Atividades de Estética e outros serviços de cuidados com a beleza
III;01/03/9603;Não;6.0;Não;Gestão e manutenção de cemitérios
III;02/03/9603;Não;6.0;Não;Serviços de cremação
III;03/03/9603;Não;6.0;Não;Serviços de sepultamento
III;04/03/9603;Não;6.0;Não;Serviços de funerárias
III;05/03/9603;Não;6.0;Não;Serviços de somatoconservação
III;9603-3/99;Não;6.0;Não;Atividades funerárias e serviços relacionados não especificados anteriormente
III;02/02/9609;Não;6.0;Sim;Agências matrimoniais
III;03/02/9609;Não;6.0;Não;Alojamento, higiene e embelezamento de animais
III;04/02/9609;Não;6.0;Não;Exploração de máquinas de serviços pessoais acionadas por moeda
III;05/02/9609;Não;6.0;Sim;Atividades de sauna e banhos
III;06/02/9609;Não;6.0;Sim;Serviços de tatuagem e colocação de piercing
III;07/02/9609;Não;6.0;Sim;Alojamento de animais domésticos
III;08/02/9609;Não;6.0;Sim;Higiene e embelezamento de animais domésticos
III;9609-2/99;Não;6.0;Sim;Outras atividades de serviços pessoais não especificadas anteriormente
IV;9700-5/00;Não;4.5;Não;Serviços domésticos
IV;9900-8/00;Não;4.5;Não;Organismos internacionais e outras instituições extraterritoriais
